,pH,Temp,Current,passorfail,NG
23997,9.97,45.24,7.14,,1.0
23998,9.78,44.75,8.48,,1.0
23999,11.04,47.35,7.7,,1.0
24000,10.13,46.28,7.89,,1.0
24001,10.51,46.63,8.88,,1.0
24002,10.76,45.43,8.68,,1.0
24003,10.3,47.65,7.67,,1.0
24004,9.89,43.68,8.44,,1.0
24005,10.93,44.44,8.35,,1.0
24006,9.76,46.47,8.3,,1.0
24007,10.84,42.82,7.38,,1.0
24008,10.39,42.01,7.24,,1.0
24009,10.18,42.2,8.47,,1.0
24010,10.78,46.19,7.27,,1.0
24011,10.64,45.08,8.66,,1.0
24012,10.83,47.66,8.63,,1.0
24013,9.91,43.46,8.51,,1.0
24014,10.58,44.09,7.19,,1.0
24015,10.79,46.75,7.51,,1.0
24016,9.83,45.48,7.27,,1.0
24017,10.62,44.52,7.73,,1.0
24018,10.76,43.32,7.63,,1.0
24019,10.52,47.4,7.63,,1.0
24020,10.18,46.15,8.97,,1.0
24021,10.18,44.05,8.55,,1.0
24022,10.11,42.39,7.8,,1.0
24023,10.9,46.0,7.34,,1.0
24024,9.95,42.8,7.07,,1.0
24025,10.39,44.25,7.09,,1.0
24026,10.44,44.75,7.91,,1.0
24027,10.12,46.75,7.48,,1.0
24028,9.72,45.87,7.19,,1.0
24029,9.96,46.4,7.49,,1.0
24030,9.9,45.87,7.57,,1.0
24031,10.07,47.44,8.66,,1.0
24032,9.8,45.5,7.74,,1.0
24033,10.06,46.97,8.5,,1.0
24034,10.11,43.89,8.77,,1.0
24035,9.57,44.43,7.54,,1.0
24036,9.64,45.15,8.65,,1.0
24037,10.03,45.09,7.73,,1.0
24038,10.04,46.84,7.01,,1.0
24039,10.89,46.6,7.43,,1.0
24040,9.63,42.81,8.18,,1.0
24041,10.75,45.16,7.71,,1.0
24042,9.81,44.98,8.18,,1.0
24043,10.47,43.54,8.86,,1.0
24044,10.1,44.72,7.92,,1.0
24045,9.95,45.82,8.39,,1.0
24046,10.01,47.33,7.19,,1.0
24047,10.76,44.03,7.48,,1.0
24048,9.93,43.02,7.75,,1.0
24049,10.1,46.93,7.33,,1.0
24050,10.1,46.41,7.8,,1.0
24051,10.54,44.31,7.57,,1.0
24052,10.12,47.5,7.67,,1.0
24053,10.6,46.64,7.22,,1.0
24054,9.99,47.47,7.36,,1.0
24055,10.42,46.39,8.39,,1.0
24056,9.52,43.16,8.35,,1.0
24057,9.85,44.1,8.67,,1.0
24058,9.95,43.78,7.31,,1.0
24059,10.49,43.71,8.43,,1.0
24060,10.47,45.12,7.69,,1.0
24061,9.76,43.32,7.1,,1.0
24062,10.23,46.68,8.67,,1.0
24063,10.03,42.89,7.12,,1.0
24064,9.99,44.91,8.19,,1.0
24065,10.82,42.3,7.81,,1.0
24066,10.82,43.64,8.32,,1.0
24067,10.54,45.55,7.01,,1.0
24068,10.85,46.96,8.56,,1.0
24069,10.56,46.83,7.59,,1.0
24070,10.01,45.38,8.02,,1.0
24071,10.15,46.94,7.34,,1.0
24072,10.14,46.81,8.21,,1.0
24073,10.32,46.01,7.14,,1.0
24074,9.89,43.92,8.53,,1.0
24075,10.43,47.94,7.31,,1.0
24076,10.13,47.97,8.94,,1.0
24077,10.05,45.72,8.28,,1.0
24078,10.51,42.49,8.96,,1.0
24079,10.77,46.4,7.08,,1.0
24080,10.72,43.96,7.77,,1.0
24081,9.58,44.42,8.28,,1.0
24082,10.42,46.61,8.46,,1.0
24083,10.41,42.64,7.62,,1.0
24084,10.73,43.23,7.39,,1.0
24085,9.79,43.57,7.84,,1.0
24086,10.19,46.3,8.71,,1.0
24087,10.42,46.61,7.83,,1.0
24088,10.66,42.9,7.72,,1.0
24089,10.95,46.01,8.27,,1.0
24090,10.95,44.64,7.08,,1.0
24091,9.64,42.6,7.49,,1.0
24092,10.74,46.43,7.41,,1.0
24093,10.23,45.52,7.78,,1.0
24094,10.51,43.22,7.35,,1.0
24095,10.88,42.4,7.01,,1.0
24096,9.53,46.44,8.73,,1.0
24097,9.88,42.66,8.46,,1.0
24098,10.88,44.22,7.51,,1.0
24099,9.85,44.1,8.7,,1.0
24100,9.79,42.49,7.49,,1.0
24101,9.52,43.24,7.35,,1.0
24102,10.07,44.78,7.62,,1.0
24103,10.18,45.66,7.31,,1.0
24104,10.88,45.43,7.43,,1.0
24105,10.41,44.59,8.77,,1.0
24106,9.83,47.61,7.87,,1.0
24107,9.74,45.66,7.31,,1.0
24108,10.97,42.74,7.17,,1.0
24109,10.8,43.69,7.42,,1.0
24110,9.87,44.13,8.06,,1.0
24111,10.66,46.1,8.08,,1.0
24112,10.29,43.75,8.53,,1.0
24113,9.99,46.36,8.78,,1.0
24114,10.05,45.25,7.86,,1.0
24115,10.9,42.48,8.32,,1.0
24116,10.61,43.6,7.42,,1.0
24117,9.88,45.87,8.94,,1.0
24118,10.05,44.08,8.12,,1.0
24119,10.62,44.3,7.41,,1.0
24120,10.55,46.55,8.55,,1.0
24121,10.62,45.72,7.85,,1.0
24122,10.48,42.36,7.25,,1.0
24123,10.68,46.15,8.82,,1.0
24124,9.6,44.0,7.38,,1.0
24125,10.73,43.73,7.28,,1.0
24126,10.35,45.75,8.92,,1.0
24127,9.6,46.91,7.88,,1.0
24128,11.02,44.29,6.37,,1.0
24129,10.99,45.26,7.93,,1.0
24130,10.86,45.57,8.64,,1.0
24131,10.33,43.68,7.57,,1.0
24132,9.98,47.55,8.36,,1.0
24133,9.59,44.79,8.25,,1.0
24134,10.65,43.27,7.46,,1.0
24135,10.92,45.68,7.44,,1.0
24136,10.62,47.66,8.39,,1.0
24137,9.83,47.34,7.02,,1.0
24138,10.73,45.99,8.55,,1.0
24139,9.75,47.75,7.19,,1.0
24140,10.95,44.1,7.44,,1.0
24141,10.26,44.54,8.18,,1.0
24142,10.3,47.19,8.71,,1.0
24143,10.81,42.05,7.93,,1.0
24144,10.7,43.44,7.03,,1.0
24145,9.78,46.09,8.74,,1.0
24146,10.47,45.03,8.54,,1.0
24147,9.99,42.56,8.96,,1.0
24148,10.9,45.66,8.6,,1.0
24149,10.26,43.92,8.78,,1.0
24150,9.53,44.64,8.07,,1.0
24151,10.8,43.47,7.3,,1.0
24152,10.69,43.32,7.53,,1.0
24153,10.53,46.03,8.96,,1.0
24154,9.9,42.08,8.84,,1.0
24155,9.92,42.35,7.42,,1.0
24156,9.88,42.1,8.32,,1.0
24157,10.75,45.2,8.1,,1.0
24158,10.09,46.63,7.72,,1.0
24159,9.81,43.58,8.1,,1.0
24160,10.35,45.12,8.63,,1.0
24161,10.76,42.12,7.65,,1.0
24162,10.65,47.04,8.09,,1.0
24163,10.63,42.83,7.78,,1.0
24164,9.51,45.46,7.52,,1.0
24165,10.47,44.51,7.77,,1.0
24166,9.88,47.96,7.91,,1.0
24167,10.36,44.67,7.96,,1.0
24168,10.7,44.37,8.24,,1.0
24169,9.71,46.32,7.83,,1.0
24170,9.85,47.83,8.98,,1.0
24171,9.72,42.47,7.88,,1.0
24172,9.69,43.8,7.95,,1.0
24173,10.54,42.5,8.15,,1.0
24174,10.39,45.45,8.56,,1.0
24175,10.57,44.92,7.22,,1.0
24176,10.35,45.8,7.03,,1.0
24177,9.69,42.94,7.57,,1.0
24178,10.85,46.18,7.81,,1.0
24179,9.85,45.36,8.18,,1.0
24180,10.84,46.29,7.33,,1.0
24181,10.07,42.45,7.8,,1.0
24182,9.61,43.69,8.04,,1.0
24183,10.16,43.8,7.12,,1.0
24184,10.54,43.1,7.69,,1.0
24185,10.76,43.61,8.76,,1.0
24186,9.78,43.07,8.16,,1.0
24187,10.17,45.09,7.85,,1.0
24188,10.64,46.19,7.16,,1.0
24189,10.39,47.12,8.88,,1.0
24190,10.27,44.04,8.52,,1.0
24191,10.11,42.4,8.33,,1.0
24192,9.93,45.98,8.79,,1.0
24193,9.85,43.83,7.63,,1.0
24194,9.6,44.54,8.03,,1.0
24195,10.17,45.77,7.34,,1.0
24196,10.51,47.39,8.32,,1.0
24197,10.91,43.93,5.78,,1.0
24198,9.93,45.11,7.49,,1.0
24199,10.23,47.54,8.76,,1.0
24200,10.52,47.64,8.99,,1.0
24201,10.99,46.76,7.33,,1.0
24202,10.22,43.71,7.13,,1.0
24203,9.91,45.7,7.19,,1.0
24204,10.41,45.18,7.7,,1.0
24205,10.37,44.94,8.3,,1.0
24206,10.46,45.8,8.22,,1.0
24207,9.76,44.33,8.58,,1.0
24208,10.32,47.18,8.09,,1.0
24209,11.92,47.87,7.35,,1.0
24210,9.64,47.84,8.98,,1.0
24211,9.85,47.85,7.31,,1.0
24212,10.9,43.36,8.05,,1.0
24213,10.06,45.19,8.28,,1.0
24214,10.28,45.19,8.26,,1.0
24215,10.49,43.32,8.35,,1.0
24216,10.41,45.37,7.37,,1.0
24217,10.3,47.97,8.04,,1.0
24218,10.58,43.81,8.09,,1.0
24219,9.95,44.66,8.29,,1.0
24220,10.22,42.11,8.19,,1.0
24221,10.16,47.69,8.52,,1.0
24222,10.15,45.32,8.85,,1.0
24223,9.55,45.65,7.86,,1.0
24224,10.47,43.24,7.54,,1.0
24225,9.79,44.29,8.0,,1.0
24226,10.11,42.91,8.39,,1.0
24227,9.69,46.1,7.21,,1.0
24228,9.7,46.85,7.87,,1.0
24229,10.88,43.55,5.91,,1.0
24230,10.13,45.31,7.31,,1.0
24231,9.94,46.51,7.16,,1.0
24232,10.14,47.43,7.3,,1.0
24233,9.57,47.81,7.37,,1.0
24234,9.51,46.51,7.21,,1.0
24235,10.19,43.31,5.85,,1.0
24236,10.64,47.37,8.32,,1.0
24237,10.94,47.65,8.05,,1.0
24238,9.93,43.91,7.07,,1.0
24239,9.88,47.03,8.48,,1.0
24240,10.33,42.85,8.68,,1.0
24241,10.49,44.35,7.72,,1.0
24242,10.28,45.44,8.02,,1.0
24243,10.4,46.94,8.73,,1.0
24244,9.84,42.27,7.18,,1.0
24245,10.37,44.25,8.67,,1.0
24246,9.69,43.91,8.11,,1.0
24247,9.59,46.19,7.14,,1.0
24248,10.69,44.22,7.3,,1.0
24249,9.6,46.7,7.06,,1.0
24250,10.8,45.85,7.65,,1.0
24251,9.94,44.01,8.26,,1.0
24252,10.86,46.89,8.03,,1.0
24253,9.52,47.72,7.62,,1.0
24254,9.78,47.85,7.31,,1.0
24255,10.97,45.6,8.73,,1.0
24256,10.13,45.59,7.42,,1.0
24257,9.91,42.76,7.71,,1.0
24258,10.5,43.28,8.93,,1.0
24259,9.55,43.96,8.5,,1.0
24260,10.51,44.99,7.79,,1.0
24261,10.97,47.81,7.11,,1.0
24262,10.17,43.99,7.98,,1.0
24263,10.2,42.81,8.34,,1.0
24264,9.61,47.04,8.54,,1.0
24265,10.65,46.09,8.05,,1.0
24266,10.11,44.9,8.63,,1.0
24267,9.52,46.72,8.44,,1.0
24268,9.53,42.1,8.02,,1.0
24269,9.86,43.42,8.72,,1.0
24270,9.91,44.45,7.52,,1.0
24271,10.94,45.8,8.82,,1.0
24272,10.2,47.96,7.04,,1.0
24273,9.56,44.51,7.39,,1.0
24274,9.72,47.22,8.17,,1.0
24275,10.54,46.96,7.4,,1.0
24276,10.57,44.33,7.63,,1.0
24277,10.76,46.39,8.75,,1.0
24278,10.13,44.54,8.82,,1.0
24279,10.6,44.3,8.12,,1.0
24280,9.51,46.49,7.65,,1.0
24281,10.61,43.54,8.96,,1.0
24282,10.31,42.73,7.12,,1.0
24283,10.82,47.8,8.44,,1.0
24284,10.11,45.06,7.84,,1.0
24285,10.5,46.77,8.13,,1.0
24286,9.51,42.16,8.05,,1.0
24287,10.35,45.58,8.61,,1.0
24288,9.75,45.63,8.32,,1.0
24289,10.11,46.02,8.16,,1.0
24290,10.08,46.71,8.57,,1.0
24291,10.36,42.75,8.99,,1.0
24292,10.26,45.7,8.56,,1.0
24293,10.84,46.29,8.41,,1.0
24294,9.56,47.57,7.87,,1.0
24295,10.5,46.58,8.1,,1.0
24296,10.34,46.84,7.21,,1.0
24297,10.79,43.59,8.4,,1.0
24298,9.78,44.17,8.73,,1.0
24299,10.83,44.71,8.53,,1.0
24300,10.24,45.46,8.69,,1.0
24301,10.77,44.2,7.55,,1.0
24302,10.95,46.19,7.5,,1.0
24303,10.02,44.87,7.12,,1.0
24304,10.93,43.96,8.53,,1.0
24305,10.23,45.63,7.83,,1.0
24306,10.22,44.84,7.99,,1.0
24307,9.57,47.17,8.64,,1.0
24308,10.11,43.23,7.88,,1.0
24309,9.95,43.54,7.24,,1.0
24310,9.81,45.9,7.8,,1.0
24311,10.6,44.44,8.21,,1.0
24312,9.57,42.44,7.6,,1.0
24313,9.66,45.95,8.26,,1.0
24314,10.38,45.29,7.76,,1.0
24315,10.28,47.09,7.3,,1.0
24316,10.76,43.31,8.32,,1.0
24317,10.67,46.23,7.91,,1.0
24318,9.74,45.9,7.67,,1.0
24319,9.89,44.72,7.27,,1.0
24320,10.1,42.16,7.88,,1.0
24321,9.82,42.34,8.51,,1.0
24322,9.83,46.78,8.13,,1.0
24323,10.87,42.98,8.32,,1.0
24324,10.17,42.86,7.26,,1.0
24325,9.54,47.85,8.94,,1.0
24326,10.6,43.04,7.38,,1.0
24327,10.42,42.44,7.03,,1.0
24328,9.76,44.27,8.98,,1.0
24329,10.81,42.77,7.01,,1.0
24330,9.62,47.25,8.58,,1.0
24331,9.58,44.03,8.35,,1.0
24332,10.68,46.6,7.12,,1.0
24333,10.52,42.47,8.88,,1.0
24334,10.25,45.37,7.43,,1.0
24335,9.87,47.74,7.07,,1.0
24336,10.59,45.26,7.95,,1.0
24337,10.29,43.47,7.13,,1.0
24338,10.64,46.81,8.81,,1.0
24339,9.76,44.15,8.99,,1.0
24340,10.56,44.44,7.76,,1.0
24341,9.86,45.57,8.55,,1.0
24342,9.81,44.91,7.81,,1.0
24343,9.73,46.34,8.8,,1.0
24344,9.82,44.1,8.27,,1.0
24345,10.65,44.92,8.99,,1.0
24346,9.71,43.93,7.5,,1.0
24347,10.84,42.48,7.37,,1.0
24348,9.86,47.33,8.19,,1.0
24349,9.68,42.92,8.51,,1.0
24350,9.72,43.15,8.65,,1.0
24351,10.49,43.66,8.75,,1.0
24352,9.8,44.93,8.63,,1.0
24353,9.52,42.01,7.68,,1.0
24354,10.56,46.05,7.68,,1.0
24355,10.89,47.82,8.9,,1.0
24356,10.62,44.09,7.29,,1.0
24357,9.87,42.81,7.62,,1.0
24358,10.48,42.37,7.52,,1.0
24359,10.9,43.31,8.03,,1.0
24360,10.17,43.98,8.47,,1.0
24361,11.2,45.9,7.45,,1.0
24362,10.93,42.4,7.7,,1.0
24363,9.96,46.21,8.36,,1.0
24364,10.29,42.7,7.05,,1.0
24365,10.89,43.7,7.95,,1.0
24366,10.55,46.67,7.79,,1.0
24367,9.59,44.12,8.04,,1.0
24368,9.56,44.42,8.59,,1.0
24369,9.88,43.3,8.85,,1.0
24370,9.62,42.09,7.76,,1.0
24371,10.49,47.55,7.19,,1.0
24372,10.41,43.68,7.55,,1.0
24373,10.14,42.43,8.84,,1.0
24374,10.67,44.41,8.52,,1.0
24375,10.1,47.54,8.19,,1.0
24376,9.86,44.65,8.61,,1.0
24377,9.58,43.77,7.32,,1.0
24378,10.47,43.73,8.21,,1.0
24379,9.51,42.2,8.98,,1.0
24380,10.71,45.36,8.81,,1.0
24381,9.58,47.51,8.43,,1.0
24382,9.97,47.71,8.78,,1.0
24383,10.93,44.52,8.48,,1.0
24384,10.48,42.53,8.76,,1.0
24385,10.72,45.65,7.19,,1.0
24386,10.9,44.88,8.18,,1.0
24387,10.89,44.19,8.33,,1.0
24388,10.16,44.89,8.04,,1.0
24389,10.59,46.89,7.68,,1.0
24390,10.96,45.3,8.24,,1.0
24391,9.55,44.56,8.63,,1.0
24392,10.55,45.11,7.82,,1.0
24393,9.6,44.51,8.07,,1.0
24394,9.93,46.55,7.24,,1.0
24395,9.69,45.84,8.53,,1.0
24396,10.82,45.87,7.18,,1.0
24397,9.64,43.13,7.93,,1.0
24398,10.88,42.29,8.33,,1.0
24399,10.72,47.39,7.04,,1.0
24400,10.16,44.16,8.72,,1.0
24401,10.12,47.05,7.39,,1.0
24402,9.67,47.55,8.92,,1.0
24403,9.78,47.52,7.73,,1.0
24404,10.47,45.96,8.62,,1.0
24405,9.58,47.22,7.47,,1.0
24406,10.15,43.0,7.12,,1.0
24407,9.69,42.13,7.52,,1.0
24408,10.51,47.23,8.4,,1.0
24409,10.61,44.53,8.67,,1.0
24410,9.85,46.87,7.57,,1.0
24411,9.65,46.16,8.65,,1.0
24412,9.87,46.95,7.68,,1.0
24413,10.02,45.48,8.16,,1.0
24414,10.52,44.78,7.77,,1.0
24415,9.52,47.63,7.55,,1.0
24416,10.95,45.19,8.26,,1.0
24417,10.17,43.14,7.18,,1.0
24418,10.91,42.28,8.76,,1.0
24419,10.32,47.29,7.17,,1.0
24420,10.29,46.63,8.2,,1.0
24421,10.33,43.99,8.94,,1.0
24422,9.66,44.39,8.81,,1.0
24423,9.98,43.39,7.29,,1.0
24424,9.51,47.89,8.19,,1.0
24425,9.58,42.4,7.77,,1.0
24426,10.37,46.92,7.99,,1.0
24427,10.78,45.68,8.66,,1.0
24428,10.01,46.11,8.65,,1.0
24429,10.6,45.86,8.3,,1.0
24430,9.83,42.84,8.46,,1.0
24431,9.59,45.76,7.5,,1.0
24432,10.15,46.53,8.0,,1.0
24433,10.61,45.84,7.64,,1.0
24434,10.43,47.93,7.29,,1.0
24435,10.04,44.67,8.13,,1.0
24436,10.48,44.76,8.72,,1.0
24437,9.72,47.72,8.32,,1.0
24438,9.67,42.53,8.74,,1.0
24439,10.59,43.12,8.17,,1.0
24440,10.8,47.11,8.6,,1.0
24441,10.33,47.03,8.39,,1.0
24442,10.78,45.83,7.33,,1.0
24443,10.62,43.46,8.42,,1.0
24444,10.14,47.2,7.02,,1.0
24445,10.35,46.49,8.6,,1.0
24446,10.17,44.58,7.42,,1.0
24447,9.89,47.24,7.18,,1.0
24448,10.35,43.67,8.01,,1.0
24449,9.79,45.67,7.11,,1.0
24450,10.76,43.04,8.04,,1.0
24451,10.63,44.43,7.24,,1.0
24452,10.5,44.4,7.15,,1.0
24453,9.82,43.9,8.63,,1.0
24454,10.83,47.65,8.26,,1.0
24455,10.51,44.59,7.25,,1.0
24456,10.94,42.95,7.32,,1.0
24457,10.22,44.61,8.31,,1.0
24458,10.05,45.39,7.04,,1.0
24459,10.0,43.75,8.78,,1.0
24460,10.06,45.29,7.19,,1.0
24461,10.66,44.86,7.59,,1.0
24462,10.59,45.18,7.71,,1.0
24463,10.53,44.73,8.92,,1.0
24464,9.96,45.54,8.25,,1.0
24465,10.56,45.54,7.63,,1.0
24466,10.68,46.79,7.87,,1.0
24467,9.75,42.55,8.39,,1.0
24468,10.15,43.5,7.97,,1.0
24469,10.2,45.25,8.88,,1.0
24470,10.28,46.54,7.55,,1.0
24471,10.56,46.78,7.47,,1.0
24472,10.44,47.15,7.49,,1.0
24473,10.49,42.05,8.5,,1.0
24474,9.78,42.53,8.43,,1.0
24475,9.51,47.13,7.79,,1.0
24476,10.01,43.83,8.44,,1.0
24477,10.02,44.62,8.78,,1.0
24478,9.88,46.3,7.48,,1.0
24479,10.88,46.08,8.71,,1.0
24480,10.3,45.73,8.29,,1.0
24481,9.73,46.44,8.67,,1.0
24482,10.45,46.48,8.67,,1.0
24483,10.16,44.86,7.38,,1.0
24484,9.69,46.77,7.28,,1.0
24485,11.92,44.04,5.57,,1.0
24486,10.05,44.95,8.76,,1.0
24487,10.37,43.75,7.52,,1.0
24488,10.32,47.96,8.88,,1.0
24489,10.8,47.78,7.1,,1.0
24490,9.63,47.6,7.76,,1.0
24491,10.23,44.77,8.28,,1.0
24492,9.52,44.77,8.12,,1.0
24493,9.98,45.48,7.3,,1.0
24494,9.86,47.22,5.95,,1.0
24495,10.45,42.21,8.6,,1.0
24496,10.76,44.28,7.93,,1.0
24497,9.8,46.2,7.24,,1.0
24498,9.7,47.07,8.85,,1.0
24499,10.01,43.61,8.63,,1.0
24500,10.62,47.89,7.27,,1.0
24501,10.61,43.82,8.01,,1.0
24502,10.58,43.39,6.34,,1.0
24503,9.77,43.03,8.1,,1.0
24504,10.08,43.98,8.88,,1.0
24505,9.55,42.28,7.75,,1.0
24506,10.48,43.11,7.26,,1.0
24507,9.97,46.52,8.22,,1.0
24508,10.13,46.85,7.87,,1.0
24509,10.38,43.73,8.59,,1.0
24510,9.92,47.39,8.7,,1.0
24511,10.34,45.63,8.62,,1.0
24512,11.31,44.34,7.76,,1.0
24513,10.08,42.24,8.01,,1.0
24514,10.9,42.92,7.41,,1.0
24515,10.77,42.9,7.93,,1.0
24516,10.87,43.3,7.08,,1.0
24517,10.25,42.86,8.1,,1.0
24518,9.82,43.98,7.98,,1.0
24519,9.73,43.29,8.75,,1.0
24520,10.36,43.52,7.51,,1.0
24521,10.26,46.04,7.03,,1.0
24522,10.64,47.14,8.37,,1.0
24523,9.99,46.81,8.49,,1.0
24524,10.56,46.77,8.19,,1.0
24525,10.05,45.72,7.87,,1.0
24526,9.64,46.97,7.4,,1.0
24527,10.18,42.36,8.75,,1.0
24528,9.53,45.2,7.55,,1.0
24529,9.73,46.75,7.38,,1.0
24530,10.77,44.85,8.25,,1.0
24531,9.77,43.89,8.4,,1.0
24532,10.4,46.4,7.8,,1.0
24533,9.77,44.48,8.58,,1.0
24534,9.83,42.36,8.28,,1.0
24535,9.93,46.13,8.91,,1.0
24536,9.92,42.86,8.09,,1.0
24537,9.62,42.77,7.66,,1.0
24538,9.56,44.54,7.69,,1.0
24539,10.81,44.01,8.3,,1.0
24540,10.48,47.93,8.33,,1.0
24541,10.95,46.79,8.23,,1.0
24542,10.11,45.77,7.39,,1.0
24543,10.47,46.76,7.9,,1.0
24544,9.67,44.2,8.55,,1.0
24545,9.79,45.4,8.76,,1.0
24546,9.55,46.23,8.85,,1.0
24547,10.04,42.92,8.43,,1.0
24548,10.94,47.58,8.11,,1.0
24549,9.74,46.69,8.85,,1.0
24550,10.04,44.14,7.48,,1.0
24551,9.51,42.57,8.44,,1.0
24552,10.64,43.14,7.63,,1.0
24553,9.68,47.06,8.03,,1.0
24554,10.4,45.97,8.34,,1.0
24555,10.54,45.47,7.66,,1.0
24556,10.08,44.3,7.11,,1.0
24557,10.93,45.54,7.53,,1.0
24558,10.04,46.54,7.34,,1.0
24559,10.41,44.37,7.31,,1.0
24560,10.46,46.39,8.01,,1.0
24561,10.83,47.07,8.7,,1.0
24562,9.56,42.53,7.21,,1.0
24563,9.98,42.46,8.89,,1.0
24564,9.99,46.38,8.89,,1.0
24565,10.29,42.08,8.82,,1.0
24566,10.08,47.17,7.47,,1.0
24567,10.19,47.42,8.0,,1.0
24568,9.63,46.71,8.52,,1.0
24569,9.98,46.2,8.65,,1.0
24570,10.56,44.92,8.73,,1.0
24571,10.62,44.42,7.14,,1.0
24572,9.63,44.65,7.4,,1.0
24573,9.6,44.0,7.33,,1.0
24574,9.65,43.65,7.36,,1.0
24575,9.88,47.1,8.26,,1.0
24576,10.33,44.1,8.06,,1.0
24577,9.92,46.43,7.62,,1.0
24578,10.02,44.27,8.78,,1.0
24579,10.68,42.83,8.11,,1.0
24580,10.16,47.68,7.16,,1.0
24581,9.62,43.94,8.99,,1.0
24582,10.63,43.93,8.34,,1.0
24583,10.29,44.14,8.9,,1.0
24584,10.06,42.52,8.29,,1.0
24585,9.54,44.56,7.14,,1.0
24586,9.66,46.97,7.74,,1.0
24587,9.96,42.26,7.08,,1.0
24588,10.32,47.82,7.48,,1.0
24589,9.99,44.87,8.29,,1.0
24590,9.76,44.19,7.17,,1.0
24591,10.64,45.8,7.16,,1.0
24592,10.87,45.52,8.58,,1.0
24593,10.07,42.28,8.59,,1.0
24594,10.3,44.41,7.54,,1.0
24595,10.45,46.79,8.96,,1.0
24596,10.27,43.75,7.97,,1.0
24597,9.82,43.45,8.84,,1.0
24598,9.64,45.19,8.61,,1.0
24599,9.96,46.59,8.55,,1.0
24600,10.31,45.71,7.2,,1.0
24601,9.8,42.65,8.95,,1.0
24602,9.84,44.85,7.96,,1.0
24603,10.84,47.39,7.11,,1.0
24604,10.67,47.93,8.46,,1.0
24605,9.71,46.44,8.51,,1.0
24606,10.54,44.55,7.75,,1.0
24607,10.47,46.79,7.13,,1.0
24608,10.54,46.37,8.34,,1.0
24609,9.77,46.67,7.32,,1.0
24610,10.05,45.75,8.12,,1.0
24611,10.5,44.1,8.03,,1.0
24612,10.04,47.32,8.06,,1.0
24613,10.02,47.7,7.33,,1.0
24614,9.84,43.08,7.72,,1.0
24615,10.58,42.52,7.66,,1.0
24616,10.32,43.08,7.02,,1.0
24617,10.65,46.74,8.03,,1.0
24618,9.57,45.48,7.37,,1.0
24619,10.56,43.61,7.86,,1.0
24620,10.35,43.58,8.46,,1.0
24621,10.56,46.08,8.45,,1.0
24622,9.92,42.11,8.21,,1.0
24623,9.66,46.64,7.48,,1.0
24624,10.13,47.59,7.81,,1.0
24625,10.43,46.87,7.9,,1.0
24626,10.77,46.91,7.84,,1.0
24627,10.44,43.56,8.25,,1.0
24628,10.52,44.72,8.67,,1.0
24629,10.84,44.84,8.37,,1.0
24630,10.7,47.23,7.3,,1.0
24631,10.22,46.59,7.49,,1.0
24632,10.6,47.27,8.04,,1.0
24633,10.97,42.67,7.89,,1.0
24634,11.3,43.03,7.24,,1.0
24635,9.65,42.92,7.89,,1.0
24636,9.57,44.77,7.7,,1.0
24637,9.7,44.75,8.73,,1.0
24638,9.7,45.0,8.83,,1.0
24639,10.44,44.89,8.78,,1.0
24640,10.67,45.97,7.24,,1.0
24641,9.51,44.5,8.68,,1.0
24642,10.08,43.62,7.97,,1.0
24643,9.69,46.58,7.84,,1.0
24644,10.86,43.76,8.54,,1.0
24645,10.69,44.65,8.92,,1.0
24646,10.17,45.82,7.98,,1.0
24647,9.75,46.01,7.78,,1.0
24648,10.66,44.43,7.35,,1.0
24649,9.69,44.59,7.72,,1.0
24650,9.95,46.67,8.22,,1.0
24651,9.52,46.08,8.75,,1.0
24652,9.57,42.81,8.15,,1.0
24653,10.74,42.4,7.43,,1.0
24654,9.9,46.24,7.79,,1.0
24655,10.29,42.46,7.51,,1.0
24656,9.64,46.85,7.73,,1.0
24657,9.52,46.13,8.85,,1.0
24658,10.4,46.71,7.23,,1.0
24659,10.69,43.19,8.56,,1.0
24660,10.37,44.02,7.63,,1.0
24661,9.89,47.77,8.19,,1.0
24662,10.7,43.4,8.58,,1.0
24663,10.72,43.84,8.16,,1.0
24664,10.68,45.09,7.2,,1.0
24665,10.82,46.09,7.86,,1.0
24666,10.65,42.22,8.52,,1.0
24667,9.99,44.47,7.04,,1.0
24668,9.82,43.73,7.34,,1.0
24669,10.65,43.55,8.55,,1.0
24670,10.59,42.48,8.14,,1.0
24671,10.65,44.32,7.83,,1.0
24672,9.75,42.76,7.86,,1.0
24673,9.86,47.21,7.74,,1.0
24674,10.97,43.13,7.18,,1.0
24675,10.36,47.92,8.21,,1.0
24676,10.3,43.32,7.24,,1.0
24677,9.6,45.44,7.65,,1.0
24678,9.98,42.75,7.14,,1.0
24679,9.51,45.41,8.1,,1.0
24680,10.76,45.17,7.38,,1.0
24681,10.87,46.35,7.98,,1.0
24682,11.57,47.02,6.12,,1.0
24683,10.55,45.8,8.37,,1.0
24684,10.68,44.81,8.36,,1.0
24685,9.59,44.4,7.1,,1.0
24686,10.19,46.83,7.28,,1.0
24687,9.96,42.52,7.04,,1.0
24688,10.49,43.47,8.15,,1.0
24689,10.54,44.1,8.06,,1.0
24690,10.72,45.67,8.08,,1.0
24691,10.31,47.3,7.43,,1.0
24692,10.17,44.49,8.52,,1.0
24693,9.91,46.12,8.86,,1.0
24694,9.98,46.06,7.51,,1.0
24695,9.76,44.71,8.79,,1.0
